Country,NHS_Region,Date,cases_new,cases_new_smoothed
England,East of England,2020-03-16,24.0,40.42857142857143
England,East of England,2020-03-17,39.0,45.57142857142857
England,East of England,2020-03-18,74.0,53.714285714285715
England,East of England,2020-03-19,58.0,61.57142857142857
England,East of England,2020-03-20,73.0,86.14285714285714
England,East of England,2020-03-21,73.0,104.14285714285714
England,East of England,2020-03-22,90.0,120.42857142857143
England,East of England,2020-03-23,196.0,142.85714285714286
England,East of England,2020-03-24,165.0,167.14285714285714
England,East of England,2020-03-25,188.0,182.85714285714286
England,East of England,2020-03-26,215.0,199.71428571428572
England,East of England,2020-03-27,243.0,214.71428571428572
England,East of England,2020-03-28,183.0,237.42857142857142
England,East of England,2020-03-29,208.0,258.14285714285717
England,East of England,2020-03-30,301.0,280.57142857142856
England,East of England,2020-03-31,324.0,296.2857142857143
England,East of England,2020-04-01,333.0,308.57142857142856
England,East of England,2020-04-02,372.0,318.85714285714283
England,East of England,2020-04-03,353.0,330.85714285714283
England,East of England,2020-04-04,269.0,340.0
England,East of England,2020-04-05,280.0,350.7142857142857
England,East of England,2020-04-06,385.0,344.14285714285717
England,East of England,2020-04-07,388.0,339.57142857142856
England,East of England,2020-04-08,408.0,339.85714285714283
England,East of England,2020-04-09,326.0,337.14285714285717
England,East of England,2020-04-10,321.0,323.85714285714283
England,East of England,2020-04-11,271.0,309.57142857142856
England,East of England,2020-04-12,261.0,293.42857142857144
England,East of England,2020-04-13,292.0,295.0
England,East of England,2020-04-14,288.0,301.14285714285717
England,East of England,2020-04-15,295.0,309.42857142857144
England,East of England,2020-04-16,337.0,317.2857142857143
England,East of England,2020-04-17,364.0,327.14285714285717
England,East of England,2020-04-18,329.0,344.14285714285717
England,East of England,2020-04-19,316.0,376.57142857142856
England,East of England,2020-04-20,361.0,396.2857142857143
England,East of England,2020-04-21,407.0,404.2857142857143
England,East of England,2020-04-22,522.0,411.14285714285717
England,East of England,2020-04-23,475.0,417.0
England,East of England,2020-04-24,420.0,438.42857142857144
England,East of England,2020-04-25,377.0,446.2857142857143
England,East of England,2020-04-26,357.0,439.57142857142856
England,East of England,2020-04-27,511.0,432.14285714285717
England,East of England,2020-04-28,462.0,442.42857142857144
England,East of England,2020-04-29,475.0,431.7142857142857
England,East of England,2020-04-30,423.0,425.85714285714283
England,East of England,2020-05-01,492.0,408.85714285714283
England,East of England,2020-05-02,302.0,389.85714285714283
England,East of England,2020-05-03,316.0,377.42857142857144
England,East of England,2020-05-04,392.0,373.57142857142856
England,East of England,2020-05-05,329.0,336.0
England,East of England,2020-05-06,388.0,321.85714285714283
England,East of England,2020-05-07,396.0,306.57142857142856
England,East of England,2020-05-08,229.0,306.7142857142857
England,East of England,2020-05-09,203.0,304.7142857142857
England,East of England,2020-05-10,209.0,296.42857142857144
England,East of England,2020-05-11,393.0,270.85714285714283
England,East of England,2020-05-12,315.0,268.0
England,East of England,2020-05-13,330.0,263.85714285714283
England,East of England,2020-05-14,217.0,256.14285714285717
England,East of England,2020-05-15,209.0,240.57142857142858
England,East of England,2020-05-16,174.0,232.0
England,East of England,2020-05-17,155.0,219.57142857142858
England,East of England,2020-05-18,284.0,223.57142857142858
England,East of England,2020-05-19,255.0,220.85714285714286
England,East of England,2020-05-20,243.0,217.42857142857142
England,East of England,2020-05-21,245.0,210.0
England,East of England,2020-05-22,190.0,190.42857142857142
England,East of England,2020-05-23,150.0,175.28571428571428
England,East of England,2020-05-24,103.0,162.0
England,East of England,2020-05-25,147.0,150.42857142857142
England,East of England,2020-05-26,149.0,146.14285714285714
England,East of England,2020-05-27,150.0,136.57142857142858
England,East of England,2020-05-28,164.0,130.57142857142858
England,East of England,2020-05-29,160.0,129.57142857142858
England,East of England,2020-05-30,83.0,126.85714285714286
England,East of England,2020-05-31,61.0,123.0
England,East of England,2020-06-01,140.0,112.85714285714286
England,East of England,2020-06-02,130.0,105.85714285714286
England,East of England,2020-06-03,123.0,107.28571428571429
England,East of England,2020-06-04,93.0,105.14285714285714
England,East of England,2020-06-05,111.0,98.42857142857143
England,East of England,2020-06-06,93.0,98.42857142857143
England,East of England,2020-06-07,46.0,97.71428571428571
England,East of England,2020-06-08,93.0,94.42857142857143
England,East of England,2020-06-09,130.0,87.85714285714286
England,East of England,2020-06-10,118.0,87.42857142857143
England,East of England,2020-06-11,70.0,91.28571428571429
England,East of England,2020-06-12,65.0,94.0
England,East of England,2020-06-13,90.0,90.85714285714286
England,East of England,2020-06-14,73.0,85.0
England,East of England,2020-06-15,112.0,86.85714285714286
England,East of England,2020-06-16,108.0,88.14285714285714
England,East of England,2020-06-17,77.0,79.71428571428571
England,East of England,2020-06-18,83.0,77.42857142857143
England,East of England,2020-06-19,74.0,72.0
England,East of England,2020-06-20,31.0,63.0
England,East of England,2020-06-21,57.0,60.57142857142857
England,East of England,2020-06-22,74.0,54.142857142857146
England,East of England,2020-06-23,45.0,52.142857142857146
England,East of England,2020-06-24,60.0,50.57142857142857
England,East of England,2020-06-25,38.0,46.0
England,East of England,2020-06-26,60.0,42.42857142857143
England,East of England,2020-06-27,20.0,40.714285714285715
England,East of England,2020-06-28,25.0,37.857142857142854
England,East of England,2020-06-29,49.0,41.42857142857143
England,East of England,2020-06-30,33.0,41.42857142857143
England,East of England,2020-07-01,40.0,44.57142857142857
England,East of England,2020-07-02,63.0,46.142857142857146
England,East of England,2020-07-03,60.0,47.142857142857146
England,East of England,2020-07-04,42.0,48.0
England,East of England,2020-07-05,36.0,53.142857142857146
England,East of England,2020-07-06,56.0,51.857142857142854
England,East of England,2020-07-07,39.0,50.285714285714285
England,East of England,2020-07-08,76.0,50.42857142857143
England,East of England,2020-07-09,54.0,50.285714285714285
England,East of England,2020-07-10,49.0,51.42857142857143
England,East of England,2020-07-11,43.0,57.42857142857143
England,East of England,2020-07-12,35.0,54.42857142857143
England,East of England,2020-07-13,64.0,55.57142857142857
England,East of England,2020-07-14,81.0,55.857142857142854
England,East of England,2020-07-15,55.0,53.714285714285715
England,East of England,2020-07-16,62.0,51.857142857142854
England,East of England,2020-07-17,51.0,54.285714285714285
England,East of England,2020-07-18,28.0,52.142857142857146
England,East of England,2020-07-19,22.0,52.0
England,East of England,2020-07-20,81.0,50.42857142857143
England,East of England,2020-07-21,66.0,54.42857142857143
England,East of England,2020-07-22,54.0,54.42857142857143
England,East of England,2020-07-23,51.0,55.0
England,East of England,2020-07-24,79.0,52.714285714285715
England,East of England,2020-07-25,28.0,51.142857142857146
England,East of England,2020-07-26,26.0,53.0
England,East of England,2020-07-27,65.0,53.142857142857146
England,East of England,2020-07-28,55.0,46.42857142857143
England,East of England,2020-07-29,67.0,45.57142857142857
England,East of England,2020-07-30,52.0,47.0
England,East of England,2020-07-31,32.0,47.42857142857143
England,East of England,2020-08-01,22.0,47.42857142857143
England,East of England,2020-08-02,36.0,45.42857142857143
England,East of England,2020-08-03,68.0,44.285714285714285
England,East of England,2020-08-04,55.0,49.42857142857143
England,East of England,2020-08-05,53.0,52.57142857142857
England,East of England,2020-08-06,44.0,50.714285714285715
England,East of England,2020-08-07,68.0,50.57142857142857
England,East of England,2020-08-08,44.0,49.57142857142857
England,East of England,2020-08-09,23.0,51.42857142857143
England,East of England,2020-08-10,67.0,53.857142857142854
England,East of England,2020-08-11,48.0,53.714285714285715
England,East of England,2020-08-12,66.0,51.857142857142854
England,East of England,2020-08-13,61.0,52.42857142857143
England,East of England,2020-08-14,67.0,51.857142857142854
England,East of England,2020-08-15,31.0,53.42857142857143
England,East of England,2020-08-16,27.0,53.0
England,East of England,2020-08-17,63.0,55.714285714285715
England,East of England,2020-08-18,59.0,55.142857142857146
England,East of England,2020-08-19,63.0,57.714285714285715
England,East of England,2020-08-20,80.0,61.285714285714285
England,East of England,2020-08-21,63.0,66.85714285714286
England,East of England,2020-08-22,49.0,72.71428571428571
England,East of England,2020-08-23,52.0,77.0
England,East of England,2020-08-24,102.0,82.71428571428571
England,East of England,2020-08-25,100.0,88.28571428571429
England,East of England,2020-08-26,93.0,92.71428571428571
England,East of England,2020-08-27,120.0,97.57142857142857
England,East of England,2020-08-28,102.0,97.57142857142857
England,East of England,2020-08-29,80.0,101.0
England,East of England,2020-08-30,86.0,112.14285714285714
England,East of England,2020-08-31,102.0,116.71428571428571
England,East of England,2020-09-01,124.0,119.14285714285714
England,East of England,2020-09-02,171.0,121.57142857142857
England,East of England,2020-09-03,152.0,120.57142857142857
England,East of England,2020-09-04,119.0,127.85714285714286
England,East of England,2020-09-05,97.0,134.0
England,East of England,2020-09-06,79.0,127.57142857142857
England,East of England,2020-09-07,153.0,129.28571428571428
England,East of England,2020-09-08,167.0,130.71428571428572
England,East of England,2020-09-09,126.0,128.71428571428572
England,East of England,2020-09-10,164.0,125.42857142857143
England,East of England,2020-09-11,129.0,123.85714285714286
England,East of England,2020-09-12,83.0,121.42857142857143
England,East of England,2020-09-13,56.0,123.85714285714286
England,East of England,2020-09-14,142.0,121.14285714285714
England,East of England,2020-09-15,150.0,132.14285714285714
England,East of England,2020-09-16,143.0,141.28571428571428
England,East of England,2020-09-17,145.0,156.85714285714286
England,East of England,2020-09-18,206.0,160.42857142857142
England,East of England,2020-09-19,147.0,169.28571428571428
England,East of England,2020-09-20,165.0,176.42857142857142
England,East of England,2020-09-21,167.0,188.42857142857142
England,East of England,2020-09-22,212.0,190.14285714285714
England,East of England,2020-09-23,193.0,193.0
England,East of England,2020-09-24,229.0,199.57142857142858
England,East of England,2020-09-25,218.0,220.28571428571428
England,East of England,2020-09-26,167.0,237.85714285714286
England,East of England,2020-09-27,211.0,262.2857142857143
England,East of England,2020-09-28,312.0,281.57142857142856
England,East of England,2020-09-29,335.0,309.42857142857144
England,East of England,2020-09-30,364.0,337.14285714285717
England,East of England,2020-10-01,364.0,358.7142857142857
England,East of England,2020-10-02,413.0,390.42857142857144
England,East of England,2020-10-03,361.0,423.57142857142856
England,East of England,2020-10-04,362.0,449.0
England,East of England,2020-10-05,534.0,480.42857142857144
England,East of England,2020-10-06,567.0,503.14285714285717
England,East of England,2020-10-07,542.0,498.7142857142857
England,East of England,2020-10-08,584.0,501.14285714285717
England,East of England,2020-10-09,572.0,526.0
England,East of England,2020-10-10,330.0,549.5714285714286
England,East of England,2020-10-11,379.0,569.1428571428571
England,East of England,2020-10-12,708.0,606.8571428571429
England,East of England,2020-10-13,732.0,619.5714285714286
England,East of England,2020-10-14,679.0,645.0
England,East of England,2020-10-15,848.0,674.4285714285714
England,East of England,2020-10-16,661.0,721.1428571428571
England,East of England,2020-10-17,508.0,773.2857142857143
England,East of England,2020-10-18,585.0,825.5714285714286
England,East of England,2020-10-19,1035.0,847.0
England,East of England,2020-10-20,1097.0,894.5714285714286
England,East of England,2020-10-21,1045.0,907.7142857142857
England,East of England,2020-10-22,998.0,905.5714285714286
England,East of England,2020-10-23,994.0,921.1428571428571
England,East of England,2020-10-24,600.0,898.2857142857143
England,East of England,2020-10-25,570.0,894.4285714285714
England,East of England,2020-10-26,1144.0,891.1428571428571
England,East of England,2020-10-27,937.0,890.8571428571429
England,East of England,2020-10-28,1018.0,908.4285714285714
England,East of England,2020-10-29,975.0,918.1428571428571
England,East of England,2020-10-30,992.0,951.0
England,East of England,2020-10-31,723.0,981.0
England,East of England,2020-11-01,638.0,985.0
England,East of England,2020-11-02,1374.0,1004.8571428571429
England,East of England,2020-11-03,1147.0,1021.7142857142857
England,East of England,2020-11-04,1046.0,1062.5714285714287
England,East of England,2020-11-05,1114.0,1125.5714285714287
England,East of England,2020-11-06,1110.0,1186.142857142857
England,East of England,2020-11-07,1009.0,1230.857142857143
England,East of England,2020-11-08,1079.0,1310.857142857143
England,East of England,2020-11-09,1798.0,1348.5714285714287
England,East of England,2020-11-10,1460.0,1384.4285714285713
England,East of England,2020-11-11,1606.0,1380.5714285714287
England,East of England,2020-11-12,1378.0,1356.7142857142858
England,East of England,2020-11-13,1361.0,1327.4285714285713
England,East of England,2020-11-14,982.0,1307.142857142857
England,East of England,2020-11-15,912.0,1256.142857142857
England,East of England,2020-11-16,1593.0,1227.142857142857
England,East of England,2020-11-17,1318.0,1183.857142857143
England,East of England,2020-11-18,1249.0,1158.142857142857
England,East of England,2020-11-19,1175.0,1142.5714285714287
England,East of England,2020-11-20,1058.0,1091.7142857142858
England,East of England,2020-11-21,802.0,1050.4285714285713
England,East of England,2020-11-22,803.0,1044.142857142857
England,East of England,2020-11-23,1237.0,1023.2857142857143
England,East of England,2020-11-24,1029.0,1033.4285714285713
England,East of England,2020-11-25,1205.0,1034.142857142857
England,East of England,2020-11-26,1029.0,1029.142857142857
England,East of England,2020-11-27,1129.0,1069.0
England,East of England,2020-11-28,807.0,1105.2857142857142
England,East of England,2020-11-29,768.0,1138.5714285714287
England,East of England,2020-11-30,1516.0,1182.7142857142858
England,East of England,2020-12-01,1283.0,1218.4285714285713
England,East of England,2020-12-02,1438.0,1272.5714285714287
England,East of England,2020-12-03,1338.0,1348.5714285714287
England,East of England,2020-12-04,1379.0,1445.7142857142858
England,East of England,2020-12-05,1186.0,1560.857142857143
England,East of England,2020-12-06,1300.0,1677.142857142857
England,East of England,2020-12-07,2196.0,1817.2857142857142
England,East of England,2020-12-08,2089.0,2004.2857142857142
England,East of England,2020-12-09,2252.0,2155.5714285714284
England,East of England,2020-12-10,2319.0,2362.4285714285716
England,East of England,2020-12-11,2688.0,2680.8571428571427
England,East of England,2020-12-12,2245.0,3001.8571428571427
England,East of England,2020-12-13,2748.0,3354.1428571428573
England,East of England,2020-12-14,4425.0,3682.5714285714284
England,East of England,2020-12-15,4336.0,4031.8571428571427
England,East of England,2020-12-16,4718.0,4196.285714285715
England,East of England,2020-12-17,4618.0,4459.714285714285
England,East of England,2020-12-18,5133.0,4783.571428571428
England,East of England,2020-12-19,3396.0,5072.571428571428
England,East of England,2020-12-20,4592.0,5234.857142857143
England,East of England,2020-12-21,6692.0,5194.571428571428
England,East of England,2020-12-22,6359.0,4709.142857142857
England,East of England,2020-12-23,5854.0,5043.0
England,East of England,2020-12-24,4336.0,5321.714285714285
England,East of England,2020-12-25,1735.0,5216.142857142857
England,East of England,2020-12-26,5733.0,5896.285714285715
England,East of England,2020-12-27,6543.0,6310.285714285715
England,East of England,2020-12-28,5953.0,6615.571428571428
England,East of England,2020-12-29,11120.0,6942.142857142857
England,East of England,2020-12-30,8752.0,7164.285714285715
England,East of England,2020-12-31,6473.0,7158.428571428572
England,East of England,2021-01-01,4021.0,7644.0
England,East of England,2021-01-02,7288.0,7089.0
England,East of England,2021-01-03,6502.0,6731.0
England,East of England,2021-01-04,9352.0,6634.428571428572
England,East of England,2021-01-05,7235.0,6807.142857142857
England,East of England,2021-01-06,6246.0,6346.428571428572
England,East of England,2021-01-07,5797.0,5951.428571428572
England,East of England,2021-01-08,5230.0,5491.571428571428
England,East of England,2021-01-09,4063.0,5204.714285714285
England,East of England,2021-01-10,3737.0,5014.0
England,East of England,2021-01-11,6133.0,4841.714285714285
England,East of England,2021-01-12,5227.0,4733.285714285715
England,East of England,2021-01-13,4911.0,4582.571428571428
England,East of England,2021-01-14,4591.0,4479.142857142857
England,East of England,2021-01-15,4471.0,4268.714285714285
England,East of England,2021-01-16,3008.0,4095.4285714285716
England,East of England,2021-01-17,3013.0,3918.1428571428573
England,East of England,2021-01-18,4660.0,3737.5714285714284
England,East of England,2021-01-19,4014.0,3542.4285714285716
England,East of England,2021-01-20,3670.0,3435.714285714286
England,East of England,2021-01-21,3327.0,3258.714285714286
England,East of England,2021-01-22,3105.0,3046.714285714286
England,East of England,2021-01-23,2261.0,2882.4285714285716
England,East of England,2021-01-24,1774.0,2720.4285714285716
England,East of England,2021-01-25,3176.0,2592.714285714286
England,East of England,2021-01-26,2864.0,2453.5714285714284
England,East of England,2021-01-27,2536.0,2361.8571428571427
England,East of England,2021-01-28,2433.0,2323.5714285714284
England,East of England,2021-01-29,2131.0,2177.0
England,East of England,2021-01-30,1619.0,2049.8571428571427
England,East of England,2021-01-31,1506.0,1947.7142857142858
England,East of England,2021-02-01,2150.0,1832.2857142857142
England,East of England,2021-02-02,1974.0,1737.2857142857142
England,East of England,2021-02-03,1821.0,1658.5714285714287
England,East of England,2021-02-04,1625.0,1579.0
England,East of England,2021-02-05,1466.0,1448.4285714285713
England,East of England,2021-02-06,1068.0,1332.7142857142858
England,East of England,2021-02-07,949.0,1250.4285714285713
England,East of England,2021-02-08,1236.0,1171.0
England,East of England,2021-02-09,1164.0,1103.2857142857142
England,East of England,2021-02-10,1245.0,1059.2857142857142
England,East of England,2021-02-11,1069.0,1021.5714285714286
England,East of England,2021-02-12,992.0,1006.7142857142857
England,East of England,2021-02-13,760.0,982.8571428571429
England,East of England,2021-02-14,685.0,930.8571428571429
England,East of England,2021-02-15,1132.0,909.0
England,East of England,2021-02-16,997.0,872.0
England,East of England,2021-02-17,881.0,857.0
England,East of England,2021-02-18,916.0,842.8571428571429
England,East of England,2021-02-19,733.0,804.2857142857143
England,East of England,2021-02-20,655.0,785.8571428571429
England,East of England,2021-02-21,586.0,749.0
England,East of England,2021-02-22,862.0,701.5714285714286
England,East of England,2021-02-23,868.0,670.1428571428571
England,East of England,2021-02-24,623.0,624.1428571428571
England,East of England,2021-02-25,584.0,590.5714285714286
England,East of England,2021-02-26,513.0,541.7142857142857
England,East of England,2021-02-27,333.0,495.7142857142857
England,East of England,2021-02-28,351.0,471.85714285714283
England,East of England,2021-03-01,520.0,450.57142857142856
England,East of England,2021-03-02,546.0,433.85714285714283
England,East of England,2021-03-03,456.0,426.2857142857143
England,East of England,2021-03-04,435.0,417.14285714285717
England,East of England,2021-03-05,396.0,413.14285714285717
England,East of England,2021-03-06,280.0,392.14285714285717
England,East of England,2021-03-07,287.0,385.2857142857143
England,East of England,2021-03-08,492.0,381.2857142857143
England,East of England,2021-03-09,399.0,380.85714285714283
England,East of England,2021-03-10,408.0,384.2857142857143
England,East of England,2021-03-11,407.0,387.2857142857143
England,East of England,2021-03-12,393.0,383.14285714285717
England,East of England,2021-03-13,304.0,378.57142857142856
England,East of England,2021-03-14,308.0,385.85714285714283
England,East of England,2021-03-15,463.0,379.7142857142857
England,East of England,2021-03-16,367.0,374.7142857142857
England,East of England,2021-03-17,459.0,366.57142857142856
England,East of England,2021-03-18,364.0,385.2857142857143
England,East of England,2021-03-19,358.0,384.57142857142856
England,East of England,2021-03-20,247.0,376.2857142857143
England,East of England,2021-03-21,439.0,378.14285714285717
England,East of England,2021-03-22,458.0,381.42857142857144
England,East of England,2021-03-23,309.0,372.7142857142857
England,East of England,2021-03-24,472.0,372.85714285714283
England,East of England,2021-03-25,387.0,357.57142857142856
England,East of England,2021-03-26,297.0,326.42857142857144
England,East of England,2021-03-27,248.0,311.85714285714283
England,East of England,2021-03-28,332.0,280.85714285714283
England,East of England,2021-03-29,240.0,264.2857142857143
England,East of England,2021-03-30,207.0,250.14285714285714
England,East of England,2021-03-31,255.0,239.28571428571428
England,East of England,2021-04-01,271.0,212.14285714285714
England,East of England,2021-04-02,198.0,201.42857142857142
England,East of England,2021-04-03,172.0,203.57142857142858
England,East of England,2021-04-04,142.0,197.28571428571428
England,East of England,2021-04-05,165.0,190.28571428571428
England,East of England,2021-04-06,222.0,192.14285714285714
England,East of England,2021-04-07,211.0,192.85714285714286
England,East of England,2021-04-08,222.0,200.71428571428572
England,East of England,2021-04-09,211.0,209.71428571428572
England,East of England,2021-04-10,177.0,198.14285714285714
England,East of England,2021-04-11,197.0,196.14285714285714
England,East of England,2021-04-12,228.0,186.57142857142858
England,East of England,2021-04-13,141.0,179.0
England,East of England,2021-04-14,197.0,170.28571428571428
England,East of England,2021-04-15,155.0,170.71428571428572
England,East of England,2021-04-16,158.0,164.42857142857142
England,East of England,2021-04-17,116.0,169.28571428571428
England,East of England,2021-04-18,200.0,168.14285714285714
England,East of England,2021-04-19,184.0,173.28571428571428
England,East of England,2021-04-20,175.0,173.71428571428572
England,East of England,2021-04-21,189.0,174.57142857142858
England,East of England,2021-04-22,191.0,172.57142857142858
England,East of England,2021-04-23,161.0,174.14285714285714
England,East of England,2021-04-24,122.0,170.28571428571428
England,East of England,2021-04-25,186.0,164.85714285714286
England,East of England,2021-04-26,195.0,162.28571428571428
England,East of England,2021-04-27,148.0,155.42857142857142
England,East of England,2021-04-28,151.0,153.71428571428572
England,East of England,2021-04-29,173.0,145.42857142857142
England,East of England,2021-04-30,113.0,138.57142857142858
England,East of England,2021-05-01,110.0,145.42857142857142
England,East of England,2021-05-02,128.0,148.0
England,East of England,2021-05-03,147.0,144.71428571428572
England,East of England,2021-05-04,196.0,145.57142857142858
England,East of England,2021-05-05,169.0,144.14285714285714
England,East of England,2021-05-06,150.0,153.71428571428572
England,East of England,2021-05-07,119.0,163.0
England,East of England,2021-05-08,100.0,156.42857142857142
England,East of England,2021-05-09,195.0,156.85714285714286
England,East of England,2021-05-10,212.0,159.0
England,East of England,2021-05-11,150.0,158.42857142857142
England,East of England,2021-05-12,172.0,156.42857142857142
England,East of England,2021-05-13,165.0,147.14285714285714
England,East of England,2021-05-14,115.0,147.42857142857142
England,East of England,2021-05-15,86.0,151.0
England,East of England,2021-05-16,130.0,156.14285714285714
England,East of England,2021-05-17,214.0,155.85714285714286
England,East of England,2021-05-18,175.0,160.0
England,East of England,2021-05-19,208.0,167.0
England,East of England,2021-05-20,163.0,169.71428571428572
England,East of England,2021-05-21,144.0,165.28571428571428
England,East of England,2021-05-22,135.0,168.85714285714286
England,East of England,2021-05-23,149.0,170.85714285714286
England,East of England,2021-05-24,183.0,174.57142857142858
England,East of England,2021-05-25,200.0,181.57142857142858
England,East of England,2021-05-26,222.0,182.85714285714286
England,East of England,2021-05-27,189.0,181.85714285714286
England,East of England,2021-05-28,193.0,180.28571428571428
England,East of England,2021-05-29,144.0,185.57142857142858
England,East of England,2021-05-30,142.0,193.57142857142858
England,East of England,2021-05-31,172.0,206.0
England,East of England,2021-06-01,237.0,216.57142857142858
England,East of England,2021-06-02,278.0,227.28571428571428
England,East of England,2021-06-03,276.0,246.57142857142858
England,East of England,2021-06-04,267.0,268.85714285714283
England,East of England,2021-06-05,219.0,290.7142857142857
England,East of England,2021-06-06,277.0,296.2857142857143
England,East of England,2021-06-07,328.0,299.14285714285717
England,East of England,2021-06-08,390.0,307.85714285714283
England,East of England,2021-06-09,317.0,317.2857142857143
England,East of England,2021-06-10,296.0,323.42857142857144
England,East of England,2021-06-11,328.0,336.57142857142856
England,East of England,2021-06-12,285.0,341.42857142857144
England,East of England,2021-06-13,320.0,358.14285714285717
England,East of England,2021-06-14,420.0,380.7142857142857
England,East of England,2021-06-15,424.0,395.7142857142857
England,East of England,2021-06-16,434.0,402.85714285714283
England,East of England,2021-06-17,454.0,417.42857142857144
England,East of England,2021-06-18,433.0,447.57142857142856
England,East of England,2021-06-19,335.0,486.85714285714283
England,East of England,2021-06-20,422.0,539.8571428571429
England,East of England,2021-06-21,631.0,592.1428571428571
England,East of England,2021-06-22,699.0,643.4285714285714
England,East of England,2021-06-23,805.0,708.4285714285714
England,East of England,2021-06-24,820.0,785.5714285714286
England,East of England,2021-06-25,792.0,893.7142857142857
England,East of England,2021-06-26,790.0,991.1428571428571
England,East of England,2021-06-27,962.0,1089.0
England,East of England,2021-06-28,1388.0,1201.5714285714287
England,East of England,2021-06-29,1381.0,1306.2857142857142
England,East of England,2021-06-30,1490.0,1414.7142857142858
England,East of England,2021-07-01,1608.0,1517.4285714285713
England,East of England,2021-07-02,1525.0,1642.857142857143
England,East of England,2021-07-03,1549.0,1779.857142857143
England,East of England,2021-07-04,1681.0,1930.142857142857
England,East of England,2021-07-05,2266.0,2028.0
England,East of England,2021-07-06,2340.0,2128.5714285714284
England,East of England,2021-07-07,2542.0,2179.5714285714284
England,East of England,2021-07-08,2293.0,2263.4285714285716
England,East of England,2021-07-09,2229.0,2407.0
England,East of England,2021-07-10,1906.0,2600.4285714285716
England,East of England,2021-07-11,2268.0,2903.8571428571427
England,East of England,2021-07-12,3271.0,3349.0
England,East of England,2021-07-13,3694.0,3699.285714285714
England,East of England,2021-07-14,4666.0,3902.714285714286
England,East of England,2021-07-15,5409.0,4028.0
England,East of England,2021-07-16,4681.0,4125.714285714285
England,East of England,2021-07-17,3330.0,4084.4285714285716
England,East of England,2021-07-18,3145.0,3845.714285714286
England,East of England,2021-07-19,3955.0,3456.285714285714
England,East of England,2021-07-20,3405.0,3107.1428571428573
England,East of England,2021-07-21,2995.0,2904.8571428571427
England,East of England,2021-07-22,2683.0,2715.1428571428573
England,East of England,2021-07-23,2237.0,2490.714285714286
England,East of England,2021-07-24,1914.0,2349.0
England,East of England,2021-07-25,1817.0,2286.5714285714284
England,East of England,2021-07-26,2384.0,2241.4285714285716
England,East of England,2021-07-27,2413.0,2229.5714285714284
England,East of England,2021-07-28,2558.0,2222.5714285714284
England,East of England,2021-07-29,2367.0,2211.8571428571427
England,East of England,2021-07-30,2154.0,2226.8571428571427
England,East of England,2021-07-31,1865.0,2251.285714285714
England,East of England,2021-08-01,1742.0,2276.285714285714
England,East of England,2021-08-02,2489.0,2319.5714285714284
England,East of England,2021-08-03,2584.0,2342.4285714285716
England,East of England,2021-08-04,2733.0,2346.5714285714284
England,East of England,2021-08-05,2670.0,2366.285714285714
England,East of England,2021-08-06,2314.0,2388.1428571428573
England,East of England,2021-08-07,1894.0,2372.8571428571427
England,East of England,2021-08-08,1880.0,2371.714285714286
England,East of England,2021-08-09,2642.0,2374.285714285714
England,East of England,2021-08-10,2477.0,2386.5714285714284
England,East of England,2021-08-11,2725.0,2400.4285714285716
England,East of England,2021-08-12,2688.0,2416.0
